run_id,row_id,original_path,current_path,recorded_utc,date_label,date_source,pipeline,accepted_geometry,derivative_optimizer,arm_or_policy,mlp_role_policy,scene_target,initialization,solver,oracle,acquisition,noise_materials,catalog_status,execution_outcome,recovery_outcome,representation_outcome,stop_reason,training_relative_l2,holdout_relative_l2,field_metric_scope,geometry_error_m,geometry_error_kind,takeaway,implication_for_strict_mlp_method_b,source_metadata,source_revision,recorded_command,rerun_disposition
solver_comparisons/current/square,solver_comparisons/current/square::gprmax,results/solver_comparisons/current/square,results/validation/solver_comparisons/current/square,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gprmax,none,square,not_applicable (forward comparison),gprmax,"{""kind"":""cached_gprmax_pair0_plus_bem_self_convergence"",""num_nodes"":null}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,timing only (one cached FDTD pair),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/square/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/star,solver_comparisons/current/star::gpr_bem_kdiff,results/solver_comparisons/current/star,results/validation/solver_comparisons/current/star,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_kdiff,none,star,not_applicable (forward comparison),gpr_bem_kdiff,"{""kind"":""independent_periodic_nystrom"",""num_nodes"":512}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,full-ring relative L2 (24 paired fields),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/star,solver_comparisons/current/star::gpr_bem_kress,results/solver_comparisons/current/star,results/validation/solver_comparisons/current/star,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_kress,none,star,not_applicable (forward comparison),gpr_bem_kress,"{""kind"":""independent_periodic_nystrom"",""num_nodes"":512}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,full-ring relative L2 (24 paired fields),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/star,solver_comparisons/current/star::gpr_bem_mod,results/solver_comparisons/current/star,results/validation/solver_comparisons/current/star,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_mod,none,star,not_applicable (forward comparison),gpr_bem_mod,"{""kind"":""independent_periodic_nystrom"",""num_nodes"":512}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,full-ring relative L2 (24 paired fields),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/star,solver_comparisons/current/star::gpr_bem_ref,results/solver_comparisons/current/star,results/validation/solver_comparisons/current/star,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_ref,none,star,not_applicable (forward comparison),gpr_bem_ref,"{""kind"":""independent_periodic_nystrom"",""num_nodes"":512}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,full-ring relative L2 (24 paired fields),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/star,solver_comparisons/current/star::gprmax,results/solver_comparisons/current/star,results/validation/solver_comparisons/current/star,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gprmax,none,star,not_applicable (forward comparison),gprmax,"{""kind"":""independent_periodic_nystrom"",""num_nodes"":512}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,index-0 relative error (one cached FDTD pair),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/two_circle,solver_comparisons/current/two_circle::gpr_bem_kdiff,results/solver_comparisons/current/two_circle,results/validation/solver_comparisons/current/two_circle,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_kdiff,none,two_circle,not_applicable (forward comparison),gpr_bem_kdiff,"{""kind"":""cached_gprmax_pair0_plus_bem_self_convergence"",""num_nodes"":null}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,index-0 relative discrepancy (one paired field),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/two_circle,solver_comparisons/current/two_circle::gpr_bem_mod,results/solver_comparisons/current/two_circle,results/validation/solver_comparisons/current/two_circle,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_mod,none,two_circle,not_applicable (forward comparison),gpr_bem_mod,"{""kind"":""cached_gprmax_pair0_plus_bem_self_convergence"",""num_nodes"":null}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,index-0 relative discrepancy (one paired field),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/two_circle,solver_comparisons/current/two_circle::gpr_bem_ref,results/solver_comparisons/current/two_circle,results/validation/solver_comparisons/current/two_circle,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_ref,none,two_circle,not_applicable (forward comparison),gpr_bem_ref,"{""kind"":""cached_gprmax_pair0_plus_bem_self_convergence"",""num_nodes"":null}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,index-0 relative discrepancy (one paired field),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/current/two_circle,solver_comparisons/current/two_circle::gprmax,results/solver_comparisons/current/two_circle,results/validation/solver_comparisons/current/two_circle,,,unknown run UTC; kress-peer report is dated2026-09-02 but current directory is mutable,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gprmax,none,two_circle,not_applicable (forward comparison),gprmax,"{""kind"":""cached_gprmax_pair0_plus_bem_self_convergence"",""num_nodes"":null}","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only","{""eps 0_f_per_m"":8.854187817e-12,""exterior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":6.0},""interior"":{""conductivity_s_per_m"":0.0,""relative_permeability"":1.0,""relative_permittivity"":3.0},""mu 0_h_per_m"":1.2566370614359173e-06}",supporting,saved_forward_metrics,not_applicable,not_applicable,,,,timing only (one cached FDTD pair),,,"Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Current is an output-location name, not proof of fresh execution.",Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/validation/solver_comparisons/current/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/kress-peer-20260902,solver_comparisons/kress-peer-20260902::grouped,results/solver_comparisons/kress-peer-20260902,results/validation/solver_comparisons/kress-peer-20260902,,2026-09-02,inferred from original bundle label; UTC run timestamp not recorded,same_sdf_forward_snapshot,same callable; MOD band compression; Kress Method-B extraction,not_applicable (no inverse),grouped,none,circle/ellipse/star; grouped six-frequency MOD/Kress/gprMax snapshot,not_applicable; forward/frozen-input study,MOD; KRESS; gprMax cache,,,,supporting,completed,not_applicable,not_applicable,,,,,,,Kress most accurate on tested smooth cases; gprMax cache only covers pair 0.,Retain same-field forward controls; compare common receiver work and geometry resolution.,results/validation/solver_comparisons/kress-peer-20260902/summary.md,,,preserve; no rerun needed for organization
implicit-mlp-adjoint-circle-verified-20260907,implicit-mlp-adjoint-circle-verified-20260907::kress,results/validation/implicit_mlp_adjoint/circle-verified-20260907,results/validation/implicit_mlp_adjoint/circle-verified-20260907,2026-09-07T14:57:45.369318+00:00,2026-09-07,metrics.json provenance.created_utc,implicit_mlp_method_b_adjoint,MLP weights; re-extracted Method-B boundary,discrete Kress adjoint + branch-local Method-B reverse + Adam/backtracking,kress_adjoint,owns geometry; direct weight updates; no curve distillation,circle,siren_neural_implicit; width 64; hidden_layers 2; 8577 weights,kress,gpr_bem_ref analytic penetrable-cylinder Mie series,"8 pairs; training GHz [0.25, 0.5]; holdout GHz [1.0, 1.5, 2.5]","{""observation_noise"": ""none"", ""exterior"": {""epsr"": 6.0, ""mur"": 1.0, ""sigma"": 0.0}, ""interior"": {""epsr"": 3.0, ""mur"": 1.0, ""sigma"": 0.0}}",current_diagnostic,completed (--no-gate; reported acceptance FAIL),FAIL,FAIL benchmark final-boundary/holdout versus exact-target fit control,no_decreasing_neural_step,0.0018375319096347602,0.07072131119733882,actual re-extracted MLP; aggregate relative L2; train and holdout separated,0.0010379034133198087,maximum native node-to-exact-boundary distance; not continuous symmetric Hausdorff,"Circle data loss drops 297871x, contour improves to 1.038mm; recovery gates still fail.",Direct neural adjoint implemented and gradient-validated; optimization data decrease alone does not certify recovery.,results/validation/implicit_mlp_adjoint/circle-verified-20260907/metrics.json; results/validation/implicit_mlp_adjoint/validation.json,659c7e47988826352ec00a4b4b0d9c7ca19dd4bb + dirty working tree,run_implicit_mlp_inverse.py --max-iterations 60 --num-pairs 8 --num-nodes 64 --no-gate --output-dir results/validation/implicit_mlp_adjoint/circle-verified-20260907,preserve failed recovery gates; fresh runs only for controlled algorithm/refinement comparisons
implicit-mlp-adjoint-star-20260907,implicit-mlp-adjoint-star-20260907::kress,results/validation/implicit_mlp_adjoint/star-20260907,results/validation/implicit_mlp_adjoint/star-20260907,2026-09-07T14:56:54.368981+00:00,2026-09-07,metrics.json provenance.created_utc,implicit_mlp_method_b_adjoint,MLP weights; re-extracted Method-B boundary,discrete Kress adjoint + branch-local Method-B reverse + Adam/backtracking,kress_adjoint,owns geometry; direct weight updates; no curve distillation,star,siren_neural_implicit; width 32; hidden_layers 1; 1185 weights,kress,nystrom_ref independent Nystrom/Muller solution of the exact star,"6 pairs; training GHz [0.5, 1.5]; holdout GHz [0.25, 1.0, 2.5]","{""observation_noise"": ""none"", ""exterior"": {""epsr"": 6.0, ""mur"": 1.0, ""sigma"": 0.0}, ""interior"": {""epsr"": 3.0, ""mur"": 1.0, ""sigma"": 0.0}}",current_diagnostic,completed (--no-gate; reported acceptance FAIL),FAIL,FAIL benchmark final-boundary/holdout versus exact-target fit control,maximum_iterations,1.0201559846771568,1.1179023917507944,actual re-extracted MLP; aggregate relative L2; train and holdout separated,0.041787291825766425,maximum native node-to-exact-boundary distance; not continuous symmetric Hausdorff,Five updates lower training loss 19.16%; holdout and boundary error worsen; recovery not established.,Direct neural adjoint implemented and gradient-validated; optimization data decrease alone does not certify recovery.,results/validation/implicit_mlp_adjoint/star-20260907/metrics.json; results/validation/implicit_mlp_adjoint/validation.json,659c7e47988826352ec00a4b4b0d9c7ca19dd4bb + dirty working tree,run_implicit_mlp_inverse.py --target star --max-iterations 5 --num-pairs 6 --num-nodes 128 --mlp-hidden-features 32 --mlp-hidden-layers 1 --no-gate --output-dir results/validation/implicit_mlp_adjoint/star-20260907,preserve failed recovery gates; fresh runs only for controlled algorithm/refinement comparisons
implicit-mlp-adjoint-circle-20260907T151516,implicit-mlp-adjoint-circle-20260907T151516::kress,results/inverse/implicit_mlp/circle-20260907T151516,results/inverse/implicit_mlp/2026-09-07/circle,2026-09-07T15:16:48.594162+00:00,2026-09-07,metrics.json provenance.created_utc,implicit_mlp_method_b_adjoint,MLP weights; re-extracted Method-B boundary,discrete Kress adjoint + branch-local Method-B reverse + Adam/backtracking,kress_adjoint,owns geometry; direct weight updates; no curve distillation,circle,siren_neural_implicit; width 64; hidden_layers 2; 8577 weights; circle-20260907T151516,kress,gpr_bem_ref analytic penetrable-cylinder Mie series,"12 pairs; training GHz [0.25, 0.5]; holdout GHz [1.0, 1.5, 2.5]","{""observation_noise"": ""none"", ""exterior"": {""epsr"": 6.0, ""mur"": 1.0, ""sigma"": 0.0}, ""interior"": {""epsr"": 3.0, ""mur"": 1.0, ""sigma"": 0.0}}",current_diagnostic,completed; artifacts saved; recovery-gate exit FAIL,FAIL,FAIL benchmark final-boundary/holdout versus exact-target fit control,no_decreasing_neural_step,0.001689882296303705,0.0639440547749601,actual re-extracted MLP; aggregate relative L2; train and holdout separated,0.0010381669923228767,maximum native node-to-exact-boundary distance; not continuous symmetric Hausdorff,43 accepted neural updates; holdout 0.0639441; boundary 1.03817mm; overall recovery FAIL.,Gradient validation and decreasing training objective do not establish reconstruction. Current neural recovery is unresolved; compare against explicit radial controls with matched settings.,results/inverse/implicit_mlp/2026-09-07/circle/metrics.json,659c7e47988826352ec00a4b4b0d9c7ca19dd4bb + dirty working tree,run_implicit_mlp_inverse.py --target circle --initial-model siren_circle --solvers kress --optimizer adjoint --max-iterations 60 --num-pairs 12 --output-dir results/inverse/implicit_mlp/circle-20260907T151516,preserve failed recovery gates; fresh runs only for controlled algorithm/refinement comparisons
implicit-mlp-adjoint-ellipse-to-circle-20260907T151516,implicit-mlp-adjoint-ellipse-to-circle-20260907T151516::kress,results/inverse/implicit_mlp/ellipse-to-circle-20260907T151516,results/inverse/implicit_mlp/2026-09-07/ellipse-to-circle,2026-09-07T15:19:41.837793+00:00,2026-09-07,metrics.json provenance.created_utc,implicit_mlp_method_b_adjoint,MLP weights; re-extracted Method-B boundary,discrete Kress adjoint + branch-local Method-B reverse + Adam/backtracking,kress_adjoint,owns geometry; direct weight updates; no curve distillation,circle,siren_neural_implicit; width 64; hidden_layers 2; 8577 weights; ellipse-to-circle-20260907T151516,kress,gpr_bem_ref analytic penetrable-cylinder Mie series,"12 pairs; training GHz [0.25, 0.5]; holdout GHz [1.0, 1.5, 2.5]","{""observation_noise"": ""none"", ""exterior"": {""epsr"": 6.0, ""mur"": 1.0, ""sigma"": 0.0}, ""interior"": {""epsr"": 3.0, ""mur"": 1.0, ""sigma"": 0.0}}",current_diagnostic,completed; artifacts saved; recovery-gate exit FAIL,FAIL,FAIL benchmark final-boundary/holdout versus exact-target fit control,maximum_iterations,0.008951350226800147,0.31863751213801206,actual re-extracted MLP; aggregate relative L2; train and holdout separated,0.006450388680341972,maximum native node-to-exact-boundary distance; not continuous symmetric Hausdorff,60 accepted neural updates; holdout 0.318638; boundary 6.45039mm; overall recovery FAIL.,Gradient validation and decreasing training objective do not establish reconstruction. Current neural recovery is unresolved; compare against explicit radial controls with matched settings.,results/inverse/implicit_mlp/2026-09-07/ellipse-to-circle/metrics.json,659c7e47988826352ec00a4b4b0d9c7ca19dd4bb + dirty working tree,run_implicit_mlp_inverse.py --target circle --initial-model siren_ellipse --solvers kress --optimizer adjoint --max-iterations 60 --num-pairs 12 --output-dir results/inverse/implicit_mlp/ellipse-to-circle-20260907T151516,preserve failed recovery gates; fresh runs only for controlled algorithm/refinement comparisons
implicit-mlp-adjoint-star-20260907T151516,implicit-mlp-adjoint-star-20260907T151516::kress,results/inverse/implicit_mlp/star-20260907T151516,results/inverse/implicit_mlp/2026-09-07/star,2026-09-07T15:22:49.047568+00:00,2026-09-07,metrics.json provenance.created_utc,implicit_mlp_method_b_adjoint,MLP weights; re-extracted Method-B boundary,discrete Kress adjoint + branch-local Method-B reverse + Adam/backtracking,kress_adjoint,owns geometry; direct weight updates; no curve distillation,star,siren_neural_implicit; width 64; hidden_layers 2; 8577 weights; star-20260907T151516,kress,nystrom_ref independent Nystrom/Muller solution of the exact star,"12 pairs; training GHz [0.5, 1.5]; holdout GHz [0.25, 1.0, 2.5]","{""observation_noise"": ""none"", ""exterior"": {""epsr"": 6.0, ""mur"": 1.0, ""sigma"": 0.0}, ""interior"": {""epsr"": 3.0, ""mur"": 1.0, ""sigma"": 0.0}}",current_diagnostic,completed; artifacts saved; recovery-gate exit FAIL,FAIL,FAIL benchmark final-boundary/holdout versus exact-target fit control,maximum_iterations,0.24562434807506334,0.7839246197803982,actual re-extracted MLP; aggregate relative L2; train and holdout separated,0.026832652285367617,maximum native node-to-exact-boundary distance; not continuous symmetric Hausdorff,60 accepted neural updates; holdout 0.783925; boundary 26.8327mm; overall recovery FAIL.,Gradient validation and decreasing training objective do not establish reconstruction. Current neural recovery is unresolved; compare against explicit radial controls with matched settings.,results/inverse/implicit_mlp/2026-09-07/star/metrics.json,659c7e47988826352ec00a4b4b0d9c7ca19dd4bb + dirty working tree,run_implicit_mlp_inverse.py --target star --initial-model siren_star --solvers kress --optimizer adjoint --max-iterations 60 --num-pairs 12 --output-dir results/inverse/implicit_mlp/star-20260907T151516,preserve failed recovery gates; fresh runs only for controlled algorithm/refinement comparisons
TOP-001-20260911-comparison,TOP-001-20260911-comparison::radial::A,results/validation/topology/TOP-001-20260911-comparison,results/validation/topology/TOP-001-20260911-comparison,,2026-09-11,driver manifest UTC date,radial_fourier_topology,ordered explicit Fourier components; persistent IDs,central-FD LM; Kress forward; cross-resolution topology acceptance,A,none; explicit geometry owns acceptance,two separated circles,paired frozen B0 pre-event states at ten declared perturbation/seed conditions,kress,independent cylindrical harmonics; analytic 256-node Kress ellipse in controller merge,24 paired ring samples; 0.5 GHz training; 1.5/2.5 GHz evaluation-only holdout,"noiseless; exterior epsr 6, interior epsr 3; zero conductivity",current_diagnostic,completed 10 runs,all solver stopping gates passed; policy not adopted,not_applicable,all recovered,8.63035586258152e-07,3.4346899682632455e-06,worst paired relative L2 over 10 split runs; qualification tables distinguish individual cases,3.3748737174079576e-08,worst sampled symmetric Hausdorff; 512 points per component,Top-two refinement did not resolve Cartesian ranking sensitivity at reduced total work.,Explicit topology evidence; does not establish neural recovery.,results/validation/topology/TOP-001-20260911-comparison/manifest.json; results/validation/topology/TOP-001-20260911-comparison/analysis.json,746c9fb source snapshot; recorded HEAD 5353cab + working-tree hashes,"See recorded manifest, launcher and reproduction commands in the topology result report",preserve originals; use a fresh directory
TOP-001-20260911-comparison,TOP-001-20260911-comparison::radial::B,results/validation/topology/TOP-001-20260911-comparison,results/validation/topology/TOP-001-20260911-comparison,,2026-09-11,driver manifest UTC date,radial_fourier_topology,ordered explicit Fourier components; persistent IDs,central-FD LM; Kress forward; cross-resolution topology acceptance,B,none; explicit geometry owns acceptance,two separated circles,paired frozen B0 pre-event states at ten declared perturbation/seed conditions,kress,independent cylindrical harmonics; analytic 256-node Kress ellipse in controller merge,24 paired ring samples; 0.5 GHz training; 1.5/2.5 GHz evaluation-only holdout,"noiseless; exterior epsr 6, interior epsr 3; zero conductivity",current_diagnostic,completed 10 runs,all solver stopping gates passed; policy not adopted,not_applicable,all recovered,8.63035586258152e-07,3.4346899682632455e-06,worst paired relative L2 over 10 split runs; qualification tables distinguish individual cases,3.3748737174079576e-08,worst sampled symmetric Hausdorff; 512 points per component,Top-two refinement did not resolve Cartesian ranking sensitivity at reduced total work.,Explicit topology evidence; does not establish neural recovery.,results/validation/topology/TOP-001-20260911-comparison/manifest.json; results/validation/topology/TOP-001-20260911-comparison/analysis.json,746c9fb source snapshot; recorded HEAD 5353cab + working-tree hashes,"See recorded manifest, launcher and reproduction commands in the topology result report",preserve originals; use a fresh directory
TOP-001-20260911-comparison,TOP-001-20260911-comparison::radial::C,results/validation/topology/TOP-001-20260911-comparison,results/validation/topology/TOP-001-20260911-comparison,,2026-09-11,driver manifest UTC date,radial_fourier_topology,ordered explicit Fourier components; persistent IDs,central-FD LM; Kress forward; cross-resolution topology acceptance,C,none; explicit geometry owns acceptance,two separated circles,paired frozen B0 pre-event states at ten declared perturbation/seed conditions,kress,independent cylindrical harmonics; analytic 256-node Kress ellipse in controller merge,24 paired ring samples; 0.5 GHz training; 1.5/2.5 GHz evaluation-only holdout,"noiseless; exterior epsr 6, interior epsr 3; zero conductivity",current_diagnostic,completed 10 runs,all solver stopping gates passed; policy not adopted,not_applicable,all recovered,7.898918698441808e-07,2.889757469317501e-06,worst paired relative L2 over 10 split runs; qualification tables distinguish individual cases,3.223029429195089e-08,worst sampled symmetric Hausdorff; 512 points per component,Top-two refinement did not resolve Cartesian ranking sensitivity at reduced total work.,Explicit topology evidence; does not establish neural recovery.,results/validation/topology/TOP-001-20260911-comparison/manifest.json; results/validation/topology/TOP-001-20260911-comparison/analysis.json,746c9fb source snapshot; recorded HEAD 5353cab + working-tree hashes,"See recorded manifest, launcher and reproduction commands in the topology result report",preserve originals; use a fresh directory
TOP-001E-20260911,TOP-001E-20260911::radial::E,results/validation/topology/TOP-001E-20260911,results/validation/topology/TOP-001E-20260911,,2026-09-11,driver manifest UTC date,radial_fourier_topology,ordered explicit Fourier components; persistent IDs,central-FD LM; Kress forward; cross-resolution topology acceptance,E,none; explicit geometry owns acceptance,two separated circles,paired frozen B0 pre-event states at ten declared perturbation/seed conditions,kress,independent cylindrical harmonics; analytic 256-node Kress ellipse in controller merge,24 paired ring samples; 0.5 GHz training; 1.5/2.5 GHz evaluation-only holdout,"noiseless; exterior epsr 6, interior epsr 3; zero conductivity",current_diagnostic,completed 10 runs,all solver stops recovered; exploratory; not adopted,not_applicable,all recovered,7.898918698441808e-07,2.889757469317501e-06,worst paired relative L2 over 10 split runs; qualification tables distinguish individual cases,3.223029429195089e-08,worst sampled symmetric Hausdorff; 512 points per component,Expanded shortlist stabilizes Cartesian split but fails broader controller adoption checks.,Explicit topology evidence; does not establish neural recovery.,results/validation/topology/TOP-001E-20260911/manifest.json; results/validation/topology/TOP-001E-20260911/qualification.json,746c9fb source snapshot; recorded HEAD 5353cab + working-tree hashes,"See recorded manifest, launcher and reproduction commands in the topology result report",preserve originals; use a fresh directory
